url	score	metaTitle	metaDescription	desktop_screenshot	mobile_screenshot
http://paywithspare.com	93	Spare - Schools Made Smarter	Spare is a digital pocket money platform that provides a safe, easy and fun way for parents to teach their children financial responsibility. The Spare app allows parents to instantly send their children money, monitor their spending, and encourage healthy nutrition habits.	https://drive.google.com/uc?id=128Wid01V0CKbUngscmQ70WWW8efO_2bY	https://drive.google.com/uc?id=1mrIq5Q8tKy8EDTuw6X2VrYm-l9t1ArTw
http://spark.com.de	92	Spark SuperApp	Spark eMobility SuperApp One App, All Services. Spark covers a wide range of e-mobility products and services, including EV Chargers, Electric Vehicles, Scooters, Technical Services, and Vehicle Rentals.	https://drive.google.com/uc?id=1zWzJW3qroRzaX7Y3CQOI1G1rrNXIm0bE	https://drive.google.com/uc?id=1U7nq-JofxaLBTerp_LGQkJ3MoXH8kcnQ
http://sparkwise.co	90	Sparkwise: How Teams Master Skills Together	We radically scale engaging live group learning by letting people connect, solve challenges, and practice skills together in AI-enabled small groups.	https://drive.google.com/uc?id=1ILCJaaWjZEAQbSx2YRHx9rQkXjLV4Dtm	https://drive.google.com/uc?id=1Jj661PSMjyiasU0FKOnYcH1be7gwj6Zf
http://spellbook.legal	96	Spellbook - AI Contract Drafting & Review	Spellbook uses GPT-4 and other large language models to review and suggest language for your contracts, right in Microsoft Word.	https://drive.google.com/uc?id=1VkZUIULMyTo5h_YhbVFG6Nxn7JJ4VHCB	https://drive.google.com/uc?id=19hUFbKeY3yck4FKgjvZEBeFxMxT7-pTU
http://sphere.guide	100	Sphere - Home	Choose growth by putting coaching in your pocket. Get matched with your best-fit coach and work on what you want to improve in your life. Career, Relationships, Finances, Reflection. Agile gym-like memberships that start with a free trial.	https://drive.google.com/uc?id=1L_RoAp8_aW2Qtfd03Op49oo9uKtYTZHS	https://drive.google.com/uc?id=1LwuLIL3gjyyFnSEpSsLyJqCCi2swnqZl
http://splashmusic.com	91	Splash - Feel the magic of making music	Splash is creating the world's best AI Music platform. We have developed an AI that can sing, rap, play instruments, and compose and produce original music. We are using this technology to make music creation more accessible than ever before. Splash was established in 2017 and already have a number of products in the market, including a popular music Roblox game called “Splash” and a mobile app called “Splash Music & Beatmaker”, available on Android and iOS. In March 2023 we launched an AI experiment called Beatbot.fm which we evolved into our flagship AI product, Splash Pro.	https://drive.google.com/uc?id=1qY7C204zyQgjdZXcW1rt4fm0FaMT9I4B	https://drive.google.com/uc?id=1bCDSntumdJZWn_jaj5-6Msb8Tv_vuuqX
http://sportheroes.com	91	United Heroes	United Heroes is the corporate wellness platform of Sport Heroes, created to reveal the employees' potential  and fight against sedentary lifestyles.	https://drive.google.com/uc?id=1qqhfFoQdkLZbaYQplvbJ3DADWpttKR1s	https://drive.google.com/uc?id=1YRl_3IEntTeH_hCgdUgWi7Irhs9vU1FV
http://talktospot.com	90	HR workplace incident tool and modern DEI training - Spot	Affordable, customizable case management for culture issues, whistleblowing, harassment and discrimination, bullying, and more. Modern DEI training.	https://drive.google.com/uc?id=1sZnreOrYr2UcC2kj6Ke9hVG4VvbTxB7-	https://drive.google.com/uc?id=1kqbjxloVPSqCX5htRjL16DnUHJHKJmDU
http://spotted.io	91	Spotted.io | AI-Powered Talent Screening & Recruiting Toolbox	The hotspot for AI-powered talent screening, scoring & matching for tech, product, sales, marketing roles & more worldwide. Access free tools for hiring, save time, spend less and deliver better candidate experiences.	https://drive.google.com/uc?id=12T8cdcalBHzZ5XOv468EM_YS5ckGa7qt	https://drive.google.com/uc?id=19ZA22OqNUNoUfaFy5OXb5DdsIIz8ISIl
http://springdel.com	94	Home | Springdel	Move beyond cloud and legacy MDM with an enterprise-grade EdgeOps platform purpose-built for the interactive Edge of Things.	https://drive.google.com/uc?id=1j9cN2f4rKCb4a72XlCGe604bgTHypReS	https://drive.google.com/uc?id=1yEMKd_rYtMF50W1E8rLbXe-M1eqYv_Un
http://squake.earth	93	SQUAKE – Achieve your carbon targets with leading technology	Measure your carbon emissions and act on it. For yourself or your clients.	https://drive.google.com/uc?id=1RBmPmtt4I-ywLImmwXXTQq2lMkCkXpjp	https://drive.google.com/uc?id=1kpC9rIMBUcYk1OZ3GI-1fCO8DV6Oyl4e
http://stability.ai	95	Stability AI	Activating humanity's potential through generative AI. Open models in every 
modality, for everyone, everywhere.	https://drive.google.com/uc?id=1OqMHpXI_Agg3VHA_uhWLW6cTF-ZWFmI3	https://drive.google.com/uc?id=122dutNk1m-u96URSPYel5H_lf5n21JLe
http://stairwage.com	96	Stairwage - Pay on demand	Stairwage improves the financial well-being of employees by allowing them to access part of their salary already earned during the month, i.e. the digitalisation of the down payment.  Stairwage also allows employees to better manage their budget thanks to personalised advice.	https://drive.google.com/uc?id=1kpsq_35obHLKceB7ncIqc_dLNqR03YqX	https://drive.google.com/uc?id=1M8kc7nogW44wu0AEvFo8d5h41UUFOkJk
http://startupbootcamp.org	92	Startupbootcamp	We support early-stage tech-founders and rapidly scale their companies by providing direct access to an international network of the most relevant mentors, partners, and investors in their industry.	https://drive.google.com/uc?id=1aLVssuiT9xKWLZxuhhl_7iyl-CWVWw6_	https://drive.google.com/uc?id=1KFDi7Y98_eAFFN-NxhnH62sFJADTf9uK
http://steamlogistics.com	98	Steam Logistics	We provide end-to-end logistics solutions across all transportation modes, including domestic truckload, LTL transportation, international ocean and air freight, and drayage services.	https://drive.google.com/uc?id=1nD6TjM-Z2tVbBFtgeJStxfV-yHm2RpSJ	https://drive.google.com/uc?id=1C_ZF6_gsUKUqLWWVDKlXErzA1EbUtN0u
http://stepsize.com	91	Stepsize AI | Jira & Linear Dashboards that Build Themselves	Use data from Jira boards or Linear teams to create stunning reports on your product development. Get actionable metrics and charts, with accurate AI-generated commentary.	https://drive.google.com/uc?id=1uqUdfEhLlSs7ZgCvbrUlIdo_SpauMfCF	https://drive.google.com/uc?id=19oLhxSFSXUdwsp3HOo_zeM628fK3Kamq
http://stigg.io	93	Stigg | API-first Pricing & Packaging	Use Stigg's APIs & SDKs to build complete self-service buying experiences. Launch pricing plans faster, introduce best-in-class paywalls & customer portals, and easily test & roll out changes.	https://drive.google.com/uc?id=1gQqtLsu24kFYbCQEZvMWMt4luqZ3zdX4	https://drive.google.com/uc?id=1ZiMrPBsCRnN5oMwbUmLhHXqRWSMG87Lx
http://stillwater-sc.com	90	Stillwater Supercomputing	Stillwater Knowledge Processing Platform	https://drive.google.com/uc?id=1oroE4gjQ39Y01w3M14paHMrB1pnh41vZ	https://drive.google.com/uc?id=1FnBFSv0WpoH8gxA-6HanlOW2KUd_GQN4
http://storelab.app	93	StoreLab - The No-Code Shopify Mobile App Builder	Discover StoreLab, the no-code Shopify mobile app builder. StoreLab allows you to seamlessly turn your Shopify store into a mobile app, for only $79 per month.	https://drive.google.com/uc?id=140gXfaH7ygqulMK4D-DZUSGhUakqjWLN	https://drive.google.com/uc?id=1Un6vd_shgBAEBW8nQwS_oGbFoueM3HqH
http://stockly.ai	95	Stockly - Connecting inventories to build limitless e-commerce	Stockly enables e-retailers to sell products they don't have in stock by having the products shipped by other official resellers and brands in the network.	https://drive.google.com/uc?id=1Tr4zM0maY3tEBkQXxu-CK5Mp3vNPMHw3	https://drive.google.com/uc?id=1JmTIrY0biQVq8ImkLfyqIiuq3f-NjbQZ
http://stockoss.com	97	Stockoss | Optimisez votre Logistique BtoB	Stockoss gère votre logistique de bout en bout : Centralisez et pilotez votre supply chain en temps réel, bénéficiez d'un réseau étendu de partenaires et d'une plateforme intuitive pour une gestion efficace et centralisée de vos stocks et commandes. Transformez votre logistique et allégez votre quotidien. Explorez nos solutions innovantes dès maintenant !	https://drive.google.com/uc?id=1JBf6IpHv81wk-T2mo1wQCLfo46TX4k61	https://drive.google.com/uc?id=1L6MF0svO47kV61iI75Jz2ye6S8qUXtVk
http://storybeat.com	93	storybeat - All in one image editing app	storybeat is an all in one image editing app to easily create stunning and viral social content.	https://drive.google.com/uc?id=1CLcHMWQshpBnfdFJERmmzgXho-sL3hm3	https://drive.google.com/uc?id=1dvWIaLxkMvMraaqkACEPoWxGyLL-mKQD
http://storyheap.com	91	Storyheap – Elevate your brand's social media presence	Analytics and marketing suite for the world's leading brands and influencers. Reach and engage your community and maximize online performance.	https://drive.google.com/uc?id=1_CimopkjIxgLrdECVbbMihYKv6f7_Tox	https://drive.google.com/uc?id=1Ji6mNIK2029HaPLZqcxvwxMfAXnaEO2-
http://stotles.com	96	Stotles	No meta description	https://drive.google.com/uc?id=1Gn-ma-_jxg3jAo0NUBXntiQT_21iRsZw	https://drive.google.com/uc?id=1oupZapI8jo-_rp4hoqeQBUYiQeCdjg9i
http://straloo.com.br	91	Straloo - Cuidado Ortopédico	Transparência e previsibilidade na coordenação do cuidado	https://drive.google.com/uc?id=18WZ7r9teS6DEv67lhC3sTXy7NWqoQha2	https://drive.google.com/uc?id=1qtEfoVqcoKsbVgOcuQSipkzS7yAu8ue-
http://strongsuit.co	94	Strongsuit	Strongsuit gives your team time and mind space so they can be their most productive. A tech-enabled family concierge to keep everything outside of work running smoothly.	https://drive.google.com/uc?id=1wHNt2wVkK2wp3Pw-3YbbpWmVtD0zB78X	https://drive.google.com/uc?id=1he6SgcqhMOvrkAccGFt2HVrgkCE_XAwm
http://subcapitals.com	93	Sub Capitals - Artificial intelligence for professional investors	Sub Capitals is a Munich-based FinTech that offers AI-based investment decisions as a service provider, also known as "AI as a Service" (AIaaS).	https://drive.google.com/uc?id=1ruRLVAC4-_iuB_1V4azzQW-Rwii2QrI8	https://drive.google.com/uc?id=1kX-EXBvve51jTs-gDK3ZR7Oxd0Laxl51
http://subflow.com	92	Subfow | All-In-One Client Engagement Platform	Get your clients better results with personalized communications while saving hours every week. With Subflow's engagement platform, you'll have everything you need to make your clients more successful.	https://drive.google.com/uc?id=1oA5zayaYjElCCkULsSC5P2aw6KptTzDu	https://drive.google.com/uc?id=1C5jSMfrT3rdXZjy2qPl2QQb5bI4oHBMa
http://sundrivesolar.com	96	SunDrive Solar | Australian Solar Technology | Sydney	SunDrive is a solar technology company based in South Sydney, Australia. We’re creating unique solutions to reduce the cost of high-efficiency solar cells, whilst enhancing their performance and sustainability by utilising more abundant materials. We've grown from a small PhD project in a garage to producing some of the most efficient solar cells ever made in the world.	https://drive.google.com/uc?id=1y3f2f5DNPHlvfVHu8GxyXdp9BadSLPJv	https://drive.google.com/uc?id=1Mw9wm4IB-aIJWHD4Hp7e866qKG61yB8b
http://supapass.com	93	All-in-one Website & App Maker | SupaPass	The most powerful content app maker on the market. Finally have all of your content, audience & paywall in one place to turn your audience into a business.	https://drive.google.com/uc?id=1C-bXN0cWJA6F3I5lu14xNgwZ-CKk_e41	https://drive.google.com/uc?id=1YKHMW1jMYCdsxfD7tvBv8bUhR1CWy9_p
http://superbexperience.com	96	Superb | One platform with everything to open, run and grow your restaurant, café and bar.	Superb’s all-in-one platform empowers restaurants, cafées and bars with all the tools to open, run and grow. Reservations, point of sale, payments, gift cards, takeaway, marketing and much more — all in one platform.	https://drive.google.com/uc?id=1hwP7pmD-MAgCEJrU0ElOk6mOA_odIGLY	https://drive.google.com/uc?id=1Oo3SgvjvoE6dJCwLtRQTipcQpCJUVCSJ
http://supercapital.vc	100	Super Capital	We brought together 100+ successful entrepreneurs, angel investors and consultants to support promising startups through funding, mentoring and networking.	https://drive.google.com/uc?id=1ET1uzAT1O6dWeAUpR-s5D94hoNCUDfd4	https://drive.google.com/uc?id=1L8BLcQIxGnOjrZx7qvxV2AZP8lVo90Y9
http://superchat.com	90	The messaging solution for your business | Superchat	Make customer communication your priority. Create real and long-term customer relationships with the messaging solution from Superchat.	https://drive.google.com/uc?id=1zYxrfhFYmWpcxvygasfCfeyyhfjZ0dro	https://drive.google.com/uc?id=19OHQnrXKYW8_cUv9dsSAgNRdwbzD4v-D
http://superfierce.com.au	91	Super Fierce - Make your superannuation work harder	Optimise your retirement with our free planner and unbiased digital advice. Discover how much you need for a life you’ll love, and how to retire with more.	https://drive.google.com/uc?id=1tTDy8C_4XRgM8jrzfS6XYKG_VeuSE2Ci	https://drive.google.com/uc?id=1JyInGXUEfkxuhzreV_ILgCc34-csAc_g
http://superglue.io	98	Partner Engagement Platform | Superglue	Superglue lets you set up automations that guide your partner and sales teams through each step of the co-selling process.	https://drive.google.com/uc?id=1iMD21wruj0cxT3x2w_6lqQGnq34UK6D6	https://drive.google.com/uc?id=1vCXRpUOjKL-ePoAm4MdATzp6apfL2AO9
http://superlist.com	92	Superlist: Home to all your lists	For team work, personal projects, and everything in between.	https://drive.google.com/uc?id=1pyB0dJPRAxpVMla-OwOXqvxeYEsEJe9t	https://drive.google.com/uc?id=1U_OSNLkwgNLuMsRfBmG83oRDJPYqqo3e
http://supp.li	91	Supp.li	A Supp.li egy digitális termék elosztó start-up, amely hazai gazdálkodókat köt össze áruházakkal, éttermekkel, viszonteladókkal.	https://drive.google.com/uc?id=1sXsG_mJFfli8Jd4A2-UTvAvENaZiLR2x	https://drive.google.com/uc?id=1aNzrq7LjZMIiDbscp7sFJIlHBrZmnxmR
http://suretynow.com	96	Same Day Surety Bonds, Fast & Affordable - SuretyNow	SuretyNow is a surety-exclusive broker licensed to sell across the country. The only surety agency open on weekends and evenings providing the best customer service.	https://drive.google.com/uc?id=159CTUeofQ_wICt_y0vOiyDPDLHQ0iRSc	https://drive.google.com/uc?id=1taMiBq-gYI1SZuN-MCC2_RhS66bwSmrW
http://surveily.com	93	Surveily - Proactive Workplace AI Safety Software	Unlock real-time safety with Surveily! We transform existing cameras into 24/7 monitoring systems, offering instant insights for early identification and empowering EHS teams to make proactive, informed safety decisions.	https://drive.google.com/uc?id=1yROpKtkNXFAN0ukM1q5_Ih4Qed3CK-4a	https://drive.google.com/uc?id=1q-AkQwHpiAAnDCMmNTWUvwMUEwZ20yx2
http://swissdrones.com	92	SwissDrones Long-Range VTOL	SwissDrones is specialized in the development, manufacturing, and operation of long-range unmanned helicopter systems for commercial and public safety applications.	https://drive.google.com/uc?id=1O1sHSfPxpz3ZQXA_TvwuUD8kvnH2XoCy	https://drive.google.com/uc?id=1TnQl4MoaoSZkop9ufUavMEzKZAE_GIi1
http://sykell.com	91	sykell	No meta description	https://drive.google.com/uc?id=1Ck-XGFGm3mqHvq9OPHY_uZXf4bynIMPL	https://drive.google.com/uc?id=1CjX9VyWPL9lsnqn-EfCeyttcQ2L4bj89
http://sympatic.com	91	Ethical data sharing	Zero copy,  privacy enhancing technology, data sandbox, adaptive governance	https://drive.google.com/uc?id=1ACchOKwSRY-eJ5GZf2urkfw_tuf2DBgT	https://drive.google.com/uc?id=1ENRHn2ODRmB-0jrfnWRry1yfX7hgk20L
http://synaos.com	94	Die All-in-One und One-for-All Intralogistik Plattform | SYNAOS	Branchenführende Materialflusssteuerung mit mobilen Robotern, Gabelstaplern und Menschen in Produktion und Lagerlogistik.	https://drive.google.com/uc?id=1OQfp0JNdWr0Mc-LtKCuOxUDlf0-kKf5m	https://drive.google.com/uc?id=1jDAYE9BZxD0DCSsIFztIh_0APPp22b16
http://synapse-medicine.com	93	Clinical Decision Support Starts Here	Synapse Medicine helps healthcare providers and their patients optimize drug regimens along the entire care journey.	https://drive.google.com/uc?id=1N43VXEX7DmzsQc3diIV7llWbf-GpMpm_	https://drive.google.com/uc?id=19AqIOLZ4DI20tiLn6LtehyzPofniglr1
http://tability.io	91	Tability | Set better goals, get it done	Automate the boring parts of OKRs to cut the waste and spend more time doing what really matters. The simple way to build accountability and get smart insights for OKRs, KPIs, team goals.	https://drive.google.com/uc?id=1mPzqyr9hexQMH_nGsM0nMwp9NHEHWpnp	https://drive.google.com/uc?id=1RCaktW3SaM0riCQNhDyug9_Ubf0zJzXY
http://taaraka.com	92	Taaraka - Astrology for the Modern Mind	Go beyond Zodiac based Horoscope! Free personalized insights | Ask a question | Book a session with our experts	https://drive.google.com/uc?id=104eiqU07ti8HKiuM9PgzlUBlFSjU2Ety	https://drive.google.com/uc?id=1nI1dbY0oV2ok4Iv2H8awSe8ViyhsynKL
http://t10.digital	97	T10	Somos uma consultoria que integra engenharia de software, dados e produto para transformar a jornada digital da sua empresa.	https://drive.google.com/uc?id=1nKy5amJvTM14Eq3XdibVncwDQMlXMstG	https://drive.google.com/uc?id=1RcOIbQ3T5dW9uPIPCb6mIscEDU2Dg1kU
http://syntropynet.com	96	Synternet | Powering Data Infrastructure for Web3	Synternet powers modular, interoperable data infrastructure across all major chains. Explore the Data Layer and start building next-gen dApps today.	https://drive.google.com/uc?id=1Vd9_ZM8s6WLusS5tWm955g_JF16GyOeZ	https://drive.google.com/uc?id=15rWV9d31_Ohnk7WctO4UsZAarGPSzr2u
http://tagmango.com	91	TagMango | Creators’ platform to host workshops and launch courses.	TagMango is the easiest and the most cost-effective platform for creators to host live workshops, pre-recorded courses, and build memberships and communities at scale. Starting with landing page builder to payment gateway integration to email marketing to WhatsApp marketing to in-built video call feature for workshops and webinars to courses (learning management system) to social media like feed pages to community rooms, TagMango covers all the tools needed to launch a successful digital business under one platform.	https://drive.google.com/uc?id=1CLCMsSfKtjOsNrM2C_RgD43tiMHJp499	https://drive.google.com/uc?id=1k6lJ8gl0i6x9ZXNA4-wlWobQCfo4c07N
http://taketurns.com	96	TakeTurns | External Collaboration Software	The Safer, Easier Way to Work with People Outside of Your Organization	https://drive.google.com/uc?id=1VMw5M82VFN-5pmqpFEe64cB9835_E0Bg	https://drive.google.com/uc?id=1f9nir5OPX7fM6oyssGIHQBNbo8asJgLZ
http://gettalisman.com	96	Talisman: Track and manage software subscriptions.	Track, manage, analyze, and audit a complete list of your subscriptions in real-time. It's easier, faster, and more secure than spreadsheets, and it's free.	https://drive.google.com/uc?id=1LNSor_wlwjrzjatsy6YizwypGKV3tDHG	https://drive.google.com/uc?id=1XAUt5WvoPZCY3_hhUi6bTOtEQMYVSgif
http://talk360.com	90	Talk360: Cheap International Calling App | Try for free	Make international calls to any mobile and landline in the world with the Talk360 international calling app. Experience the best quality for the lowest price.	https://drive.google.com/uc?id=1yf-33EbO-8p3ecGIL13QUKt6gYRIn5yl	https://drive.google.com/uc?id=1u6gZXiojWhmljvxYnbke9HI8xFzyn_0G
http://tamed.ai	90	TamedAI - Process documents as humans do	We harness the power of large language models and the latest computer vision techniques to extract and process documents and semantic content.	https://drive.google.com/uc?id=1ZYiKudKH_8e4LUYmtHlj4FrtJHP5TWJs	https://drive.google.com/uc?id=1FtjfvX0Y4LEFDuV1s-ncSD84iLchJ5E1
http://tangent.works	91	Tangent - AI Predictions in Minutes - Adaptive Forecasting	Transform business data into actionable predictions with Tangent. Discover scalable, real-time forecasting, seamlessly integrated into your platforms!	https://drive.google.com/uc?id=1B3BeLRXvmsoiOGGgp3aVapsvAbly1se6	https://drive.google.com/uc?id=1guS_xyOY3SQUMWP3Pxq_MZ6U5cStcmpG
http://tangoagreements.com	98	Tango - Contracts & Payments Automated	Scope, contract and payment on a single link. Join 600+ businesses who trust Tango to get signatures and payments effortlessly.	https://drive.google.com/uc?id=1zw3wODrs-I-5CxjGIkH0av_cQ0GA9994	https://drive.google.com/uc?id=1TsUu7yLhP5gk53fYkvZj4sOg9WFmgTND
http://taxhelper.dk	92	TaxHelper | Få penge tilbage i skat | Få 2.704 kr. i gns.	TaxHelper er en platform, der hjælper dig med at få penge tilbage i skat. Du svarer på simple spørsgmål, og derefter finder vi fradrag, du har misset, så du får dine penge tilbage.	https://drive.google.com/uc?id=1KNnnjaYo3wZ22LbwPMfjvDU57lkzrpu_	https://drive.google.com/uc?id=1DrBgFSTz0EY-MoUw3VlACVNUYl57w2vq
http://taxstatus.com	96	Helping you take control of your tax records & finances — TaxStatus	TaxStatus puts you in control of your IRS records by giving you direct access in seconds, helping you better manage your finances.	https://drive.google.com/uc?id=1FCMaim7wEQjY5Wc4C5pkjBnjnGCtiqmF	https://drive.google.com/uc?id=1wW-DKRqyE5I2grTy0lvoBaxTohdvPQVx
http://teachfloor.com	92	Teachfloor: The leading social learning platform	Join Teachfloor, the leading social learning platform for collaborative and engaging learning experiences. Transform how you teach and learn today.	https://drive.google.com/uc?id=1u_htA0TdEDtWVMN3MUYihOrfgSA1uE2b	https://drive.google.com/uc?id=1oSFR3eSMuHTMw6p6GHuZlIUnogm3nZo7
http://techfunic.com	92	Techfunic	No meta description	https://drive.google.com/uc?id=1dtReJiCVq5rSkOKxsbzNAyEMhxfpzdqR	https://drive.google.com/uc?id=14edDH5TH-9Ye9DAcVYEFrQeHiwe-IXRO
http://teemyco.com	96	Teemyco | Virtual office	Improve Engagement, Collaboration & Happiness of your distributed team | Distributed Work Succeeds in a Virtual HQ	https://drive.google.com/uc?id=1aQ77jysPQVJ-kXZIsBI-4sVqu8qptdW8	https://drive.google.com/uc?id=1ZU2C82n6jeX1CKwKADPDQQcgAgNbvC1K
http://myteledoc.app	93	myTeleDoc	No meta description	https://drive.google.com/uc?id=1HkXtPGGhv5fsC4H1M6RvXdkWK6X--Etb	https://drive.google.com/uc?id=1xi8wAexyGPMLof80D4BCqygwkZI2tsUZ
http://teletails.com	92	TeleTails Virtual Pet Care	TeleTails: Revolutionizing Pet Care with Cutting-Edge White-Label Solutions. Explore our premier suite of telehealth and online dog training tools tailored for pet care businesses. Attract, engage, and retain customers effortlessly with TeleTails' innovative pet health & wellness solutions.	https://drive.google.com/uc?id=1jcFgcBwmUCDlbsHVUcVBEIrDuxPkglVd	https://drive.google.com/uc?id=1rUl_EEWR4aOHV72uNW39tJQvXQ-QU-iw
http://freetelly.com	92	Telly I The biggest thing to happen to TV since color.	The biggest thing to happen to TV since color.	https://drive.google.com/uc?id=1qMc0Uag8-EK7fSINMuVJ_EsdTYvJAiBW	https://drive.google.com/uc?id=1bmCKvet650rg0Ox_MhEhwe6J3lgT8p83
http://tempoplatform.com	90	Tempo - Commerce at the happiest times, in games.	Tempo pairs mobile game advertising with e-commerce, to help publishers and brands of all sizes grow their business, everywhere in the world.	https://drive.google.com/uc?id=1aLkhm6L2P5a-TTDaU3bZUobabuEq-VnQ	https://drive.google.com/uc?id=1SBJRPW7Z1wTjbeHYiVOmVJ2kdMgLmzHB
http://tenantcube.com	97	Simplifying Rental Property Management Solutions - Tenantcube	Tenantcube is a simple software solution to effectively handle all property management options for landlords, property managers, and tenants from one place.	https://drive.google.com/uc?id=1fPC_FtqgdCe0ZxPksGx0uJk2flqEtCLo	https://drive.google.com/uc?id=15PU84Rs8-XKnv5Y7IIxbw4nqoY4aOqSd
http://tempolabs.ai	92	Tempo Labs	Build React Apps 10x Faster with AI	https://drive.google.com/uc?id=1SEXmTaAw94C44P4-1-xjnvymJ-tzjgqw	https://drive.google.com/uc?id=1CCyhPq5gW8D4pLvaw6OL5DQ5AEqFl_S1
http://texta.ai	95	Texta - AI blog writer and article ideas generator.	Free AI article generator 7-day trial. Write blog articles in seconds. Natural language technology and state-of-the-art algorithms to create content in a snap.	https://drive.google.com/uc?id=1V8DlNdO0oIVgP24rMVbEFVwtLQnCMz-D	https://drive.google.com/uc?id=1MOJFX5pa3oJd6Pg6ZAYlfztLU_IraPvW
http://thinkbiganalytics.com	100	Think Big Analytics - Find the best solution for your business	Think Big.
Think Big Analytics is a global business analytics consultancy.&nbsp;
We help companies achieve high-impact outcomes buy giving them straig...	https://drive.google.com/uc?id=19xifmO4uxE5kaQh6iU35ONj4skCYVh_Y	https://drive.google.com/uc?id=1-iktrKTfGJ7tVs_T8QHq83lUQGX486K3
http://thoughtflow.io	96	Visual Mapping & Modelling Tool for Teams	A software for Visual Mapping, Visual Collaboration, Mental Modelling, Framework Creation. ThoughtFlow can be used for Story Mapping, Journey Mapping, Ideation, Planning and Prioritization by Product, Marketing and Engineering teams.	https://drive.google.com/uc?id=1oXr94g8r8oSmdVP_eJOzzWj2NmE0Pedf	https://drive.google.com/uc?id=1ZGZU45UDwNCJDRoizG60wkQ60Asq5G7v
http://threado.com	93	AI Assistant that replaces enterprise search | Threado AI	Threado AI revolutionizes how your teams access and get work done using your company's internal knowledge. Setup in minutes on Slack, Microsoft Teams, or as a Chrome app.	https://drive.google.com/uc?id=1NGbdzkOP1mw-lwuTphqdXOHPpM6ljVVU	https://drive.google.com/uc?id=11W40etQ71lVOrdA8MManmo8y3NfcvI1j
http://thriday.com.au	93	Business Banking, Invoicing, Accounting & Tax - Automated, In One Place	Thriday uses AI to automate banking, accounting, and tax so that you can save hours on financial admin each week. Make tax time, relax time. Join for free now.	https://drive.google.com/uc?id=1aLbZrsFff1SklghGoRIA_XVAp5vEfBPi	https://drive.google.com/uc?id=1IG3OJBjIn8tdW34H-9G-U0f8XIdg75Zr
http://thrivenow.in	92	Thrive: Restaurant Online Ordering Platform	Thrive is your all-in-one restaurant ordering suite for table ordering, pickup, and delivery. It is the only platform that ensures repeat orders thanks to in-built marketing and loyalty program. Sign up today!	https://drive.google.com/uc?id=1mY7t11I2iFNgmTELyGkCmzA7pZdiwt5O	https://drive.google.com/uc?id=1qpYUPVuxajep-jDiShdtDFxcFMYQ-BtS
http://ticketsforgood.org	96	Tickets For Good	Free and discounted tickets for the NHS, charity sector workers and cost of living payment recipients. Donated by the UK’s top live event partners.	https://drive.google.com/uc?id=1RtHIoX4FwSXM3tgIa9WB9pqQhGn9cs81	https://drive.google.com/uc?id=17fYh4ukchDdbJ5WOCul6mLkRdaZWBGI2
http://tidyhq.com	91	Membership Management | All in 1 Membership Software/App: TidyHQ	TidyHQ is a membership management software used by groups, organizations of all sizes. Manage membership, events, meetings in an all in one membership software.	https://drive.google.com/uc?id=1X15dmUOn_CE5zqBOxfIjaR8MHjUW84IJ	https://drive.google.com/uc?id=1gSjzvuOyDwDGJSIgn69nvbi5b6qAz2oX
http://tigerfacilityservices.com	96	Tiger - Alle Services im Bürodschungel zuverlässig aus einer Hand	Tiger ist dein zuverlässiger, erfahrener Partner für alle Dienstleistungen im Bürodschungel. Wir halten dir jederzeit den Rücken frei. Erfahre hier mehr.	https://drive.google.com/uc?id=1h1WEaYKtVeUx-QiojRt04L3AmAx4ldm2	https://drive.google.com/uc?id=1DTuLCFMeYaRnYSi9bymkfARimVLcN3BT
http://tiimoapp.com	90	Tiimo I Daily planning made visual	Tiimo is a daily planning app tailored for neurodiversity, empowering you to own your day by visualizing time, building focus, and making life happen. We're all wired differently, and Tiimo is here to support your unique journey.	https://drive.google.com/uc?id=14yX9dd3yWzCmUKbKH0NzGkOYnzphwfyq	https://drive.google.com/uc?id=1geKqfgyIfl66GcBuhw6BZzM4a4__cWOK
http://timelyapp.com	96	Timely time tracking software	Timely's AI-powered time tracking software helps teams track their time accurately to report client, project, and work hours easily.	https://drive.google.com/uc?id=10xoPP8giQJrXZjpdWcNp9hO2Uapz024w	https://drive.google.com/uc?id=1LnuhzcuxVE-erNFJxiKMNMpnyLKnu4ZM
http://tings.com	90	Tings - Appen for tingene dine	Få orden. Bruk lengre. Kast mindre. Tings er appen for tingene dine – som gjør eierskap, bruktsalg og reparasjon superenkelt.	https://drive.google.com/uc?id=1HRjfFisjU4WnNogdeFgOC2HjBxGA2_fq	https://drive.google.com/uc?id=16pvSjudcwgtRYXznSZgSaHm8Bl2BGA2T
http://tirios.ai	97	Tirios Real Estate Investment Platform	We make real estate investing so simple that anyone with $100 can be a real estate investor. Unlock smart real estate investment opportunities for everyone.	https://drive.google.com/uc?id=1dNUmidBGjrtHyL_1D102c8-U0G2ZdgU2	https://drive.google.com/uc?id=1eVB27tXh7MRCxzF0MwoYfMmqGnz79sFn
http://tnxcorp.com	92	TNX Corp - leading by results	TNX ayuda a su empresa a potenciar la productividad de sus activos y gastos en estos rubros y mejorar el impacto que éstos tienen en su rendimiento.	https://drive.google.com/uc?id=1iBnvHC3R5OqvuAWJ5EXR0KVyK0yJujue	https://drive.google.com/uc?id=1wiwf_zPGFBFEgUcstY0_QV0X3D1CEnKA
